#id source=all_source.txt	reference=all_reference.txt	test1=MOSES	test2=TECTOMT
no_id	Prague Stock Market falls to minus by the end of the trading day	Pražská burza se ke konci obchodování propadla do minusu	Prague Stock market klesá až na minus na konci obchodního dne	Praha akciový trh klesá na minus konec obchodního dne.
no_id	The accident, during which a twenty-two-year-old stewardess died last week, was evidently caused by the driver of the truck that crossed into the path of the bus.	Nehodu, při které minulý týden zahynula dvaadvacetiletá stevardka, zřejmě způsobil řidič nákladního vozidla, jenž autobusu zkřížil cestu.	K nehodě, při které se twenty-two-year-old letuškou zemřel minulý týden, zřejmě způsobil řidič kamionu, který přešel do cesty autobusu.	Nehoda, během jehož twenty-two-year-old letuška zemřela minulý týden, zřejmě byla způsobena řidičem auta, které přešlo do cesty autobusu.
no_id	Unluckily, at that moment, the girl was sitting next to the driver, in the least safe place in the vehicle, even though there are two more seats reserved for her.	Dívka v tu chvíli naneštěstí seděla vedle řidiče, na nejméně bezpečném místě ve voze, ačkoliv má vyhrazena ještě dvě další místa.	Naneštěstí v té chvíli, seděl vedle řidiče, v nejméně bezpečné místo v autě, i když existují další dvě místa vyhrazená pro ni.	Naštěstí v té chvíli dívka seděla vedle řidiče, přestože v nejmenším bezpečném místě ve vozidle jsou dva další místa vyhrazená pro ni.
no_id	However, the bus can crash or brake sharply even when the steward is handing out coffee or newspapers.	Autobus však může havarovat, nebo prudce zabrzdit, i ve chvíli, kdy stevard roznáší kávu či noviny.	Je však možné havárie autobusu nebo brzdy, ostře, i když stevard rozdává kávu nebo noviny.	Přesto autobus přestože může havarovat nebo přestože může brzdit prudce, číšník rozdává, kávu nebo noviny.
no_id	The question of whether the bus is equipped with standing room in accordance with its registration plays a role.	Roli hraje to, zda je autobus podle technického průkazu vybaven místy k stání.	Na otázku, zda autobus je vybaven stání v souladu s jeho registraci hraje roli.	Jestli otázky autobus je vybaven stálým pokojem s jeho registrací, hraje roli.
no_id	If this is not approved in the bus, the passengers must sit.	Pokud není v autobuse homologováno, musí cestující sedět.	Jestli tohle není schválena na autobus, cestující musí sedět.	Pokud není schváleno v autobuse, cestující musí sedět.
no_id	The Student Agency coach buses do not have standing room; which the head of the company, Radim Jančura, also confirmed for Aktuálně.cz.	Dálkové autobusy Student Agency místa pro stání nemají; což Aktuálně.cz potvrdil i ředitel firmy Radim Jančura.	Student Agency trenér autobusy nemají stání, což šéf společnosti Radim Jančura, potvrdili i pro aktuálně. cz.	Studenti agentury trenéři autobusy nemají stálé místo; které hlava společnosti Radim Jančura také potvrdila pro Aktuálně.cz.
no_id	"We tried to find a solution to this with the ministry, and initially they did not permit the movement of the passengers.	"Toto jsme s ministerstvem řešili a zprvu pohyb cestujících nedovolilo.	"Snažili jsme se najít řešení, aby to s tím knězem, a zprvu nemohl pohyb cestujících.	"Snažili jsme se najít řešení toho s ministerstvem a zpočátku nedovolili pohyb cestujících.
no_id	Eventually they revoked this and we reached the conclusion that the passengers are allowed to go to the toilet if they have their own seat," he conveyed his position.	Posléze to odvolali a dospěli jsme k tomu, že cestující smějí chodit za jízdy na toaletu, pokud mají svoji sedačku," sdělil své stanovisko.	Nakonec zrušena a došli jsme k závěru, že cestující se mohou jít na záchod, jestli mají svá sídla, "dával najevo svůj postoj.	Nakonec odvolali to a došli jsme k závěru, že cestující jsou povoleny jít na záchod, když mají své vlastní místo," vyjádřit jeho pozici.
no_id	The law does not know the steward	Zákon stevarda nezná	Zákon nezná stevard	Zákon nezná správce.
no_id	"There is no straightforward legal interpretation of the steward - no legal enactments deal with this role.	"Neexistuje jednoznačný právní výklad role stevarda - žádný právní předpisy tuto roli neřeší.	"Neexistuje žádný přímý právní výklad správce - žádný právní závěrečná řešení této úlohy.	"Není žádný přímočarý právní výklad správce - žádné právní předpisy se nezabývají s touto rolí.
no_id	However, nor do any legal enactments prohibit the transporters from providing services.	Žádný právní předpis však ani nezakazuje dopravci poskytovat služby.	Nicméně, ani žádné právní závěrečná zakázat přepravci z poskytování služeb.	Přesto ani, všechny právní předpisy zakazují transportéry, aby poskytovaly služby.
no_id	The Traffic Law only knows the term vehicle conductor; it does not define the rights and responsibilities of that person," speaker Hanzelka added less unambiguously.	Zákon o silniční dopravě zná pouze termín průvodčí vozidla; jeho práva a povinnosti nedefinuje," dodává méně jednoznačně mluvčí Hanzelka.	Zákon o provozu vozidla, dirigent zná jen pojem; to se vymezit práva a povinnosti, které člověk, "dodal mluvčí Hanzelka méně jednoznačně.	Zákon provozu pouze ví termínovaný dirigent vozidla; že nedefinuje práva a odpovědnosti té osoby," dodala mluvčí Hanzelka méně nejednoznačně.
no_id	The head of the Department of Motor Vehicle Operation of the Ministry of Transportation, Josef Pokorný, on the contrary, said that the law treats this issue sufficiently.	Ředitel odboru provozu silničních vozidel ministerstva dopravy Josef Pokorný naopak míní, že problematiku zákon ošetřuje dostatečně.	Vedoucí oddělení provozu motorových vozidel ministerstva dopravy Josef pokorný, naopak, řekl, že zákon přistupuje k této problematice dostatečně.	Vedoucí Oddělení motorového provozu vozidla Ministerstva dopravy Josef Pokorný v rozporu řekla, že se zákon chová k tomuto problému dostatečně.
no_id	"It depends on whether the bus has standing room permitted in its certification.	"Záleží na tom, zda-li má autobus v homologaci povolena místa pro stání.	"Záleží na tom, zda autobus má stálé místo v jeho uznání.	"Záleží, zda autobus má stálé místo povolené v jeho osvědčení.
no_id	That's all there is to it," he says.	Tím to končí," říká.	To je všechno, "říká.	Je to všechno, je pro to," říká.
no_id	Buses are divided into the categories of city bus, where there is standing room and limited maximum speed, inter-city buses with standing room and a higher maximum speed permitted, and coach buses, with no standing room and the highest permitted speed and seats equipped with seat belts.	Autobusy dělí na městské, kde jsou místa na stání a omezená maximální rychlost, meziměstské s místy na stání s vyšší povolenou rychlostí a na dálkové bez míst na stání s nejvyšší povolenou rychlostí a sedadly vybavenými bezpečnostními pásy.	Autobusy jsou rozděleny do kategorií městský autobus, tam, kde je stání a omezenou maximální rychlost, inter-city autobusů s stání a vyšší maximální rychlost povolena, autobusy a autokary, bez stálého místa a nejvyšší povolená rychlost a sedadla vybavena bezpečnostní pásy.	Autobusy jsou rozděleny do kategorií městského autobusu, kde stojí pokoj a omezenou maximální rychlost, meziměstské autobusy se stálým prostorem a vyšší maximální rychlostí povolovaly a trenéři autobusy s tím stálým pokojem a nejvyšší, je povolen, s rychlostí a místy, jsou vybavena sedadly pásy.
no_id	Like in an airplane, says expert	Jako v letadle, říká expert	Jako v letadle, říká odborník	Like v letadle říká odborník.
no_id	Jaroslav Hořín, an expert on traffic safety for the National Strategy for Traffic Safety (BESIP), does not see any essential problem in the movement of stewards on the buses.	Expert BESIP na dopravní bezpečnost Jaroslav Hořín v pohybu stevardů na palubě autobusu nevidí zásadní problém.	Jaroslav Hořín, odborník na bezpečnost silničního provozu pro národní strategii pro bezpečnost letového provozu (BESIP), nevidí žádný zásadní problém při pohybu pořadatelé na autobusy.	Jaroslav Hořín odborník na bezpečnost provozu pro národní strategii na bezpečnost provozu (BESIP) nevidí žádný základní problém pohybu stewardů na autobusech.
no_id	"During a smooth ride, there is not much threat of danger, the situation can be compared to the service in airplanes.	"Při plynulé jízdě mnoho nebezpečí nehrozí, situace se dá přirovnat k servisu v letadlech.	"Během hladkou jízdu, není moc nehrozí nebezpečí, že situaci lze přirovnat ke službě v letadlech.	"Během hladké jízdy není velká hrozba nebezpečí, situace může být srovnávána se službou v letadlech.
no_id	Even there it is not certain when turbulence will occur and the stewardess can hit her head."	Ani tady není jisté, kdy přijde turbulence a letuška se může uhodit do hlavy."	Ani tam to není jisté, kdy dochází k turbulencím a letuška se udeřila do hlavy. "	Ani to není jisté, kdy, turbulence nastane a letuška může bije svou hlavu."
no_id	"However, if the bus were to brake sharply, of course, the laws of physics are valid.	"Pokud by však autobus prudce zabrzdil, samozřejmě platí fyzikální zákony.	"Pokud však autobus se prudce brzdit, samozřejmě, fyzikální zákony jsou platné.	"Přesto, pokud autobus byl brzdit prudce kursu, zákony fyzik jsou platné.
no_id	Just like in a city bus or a tram.	Stejně jako v městském autobuse či tramvaji.	Stejně jako na autobus nebo tramvaj.	Tak v městském autobuse nebo tramvaji.
no_id	The transport provider must deal with the safety of the stewards through internal regulations," he says, and he also thinks that from the legal perspective, this issue is unresolved.	Bezpečnost stevardů musí řešit dopravce interními předpisy," říká a také míní, z hlediska zákona je problematika nedořešená.	Doprava se musí vypořádat s poskytovatelem bezpečnosti organizátoři prostřednictvím interní předpisy, "říká, a také si myslí, že z právního hlediska, tento problém zůstává nevyřešen.	Poskytovatel dopravy se musí vypořádat s bezpečností správců vnitřními předpisy" říká a také si myslí, že z právního hlediska tento problém je nevyřešený.
no_id	Jančura willing to discontinue services	Jančura je ochoten služby zrušit	Jančura ochoten přerušit služby	Ochotni Jančury přerušit se službami.
no_id	Student Agency is the only bus transport provider to offer the steward service.	Student Agency nabízí služby stevardů jako jediný autobusový dopravce.	Student Agency je jediná autobusové dopravy nabídnout stevard poskytovatele služeb.	Student agentura je jediný poskytovatel dopravy autobusu nabídnout správce službu.
no_id	It employs nearly two hundred of them.	Zaměstnává na jich dvě stovky.	Zaměstnává téměř dvě stě z nich.	Zaměstnávat téměř dva stě jich.
no_id	Even after the accident, the head does not consider their job to be risky.	Ředitel ani po nehodě nepovažuje jejich povolání za rizikové.	Dokonce i po úrazu hlavy se domnívá, že jejich práce je riskantní.	Po i nehodě hlava nepovažuje jejich práci, že je riskantní.
no_id	"But as soon as I gain the impression that the stewards' job is risky, I will discontinue them.	"Jakmile ale nabudu dojmu, že je povolání stevardů rizikové, tak je zruším.	"Ale jakmile jsem získal dojem, že organizátoři" práce je riskantní, zastavit.	"Ale jakmile získávám dojem, že práce správců je riskantní, přeruším s nimi.
no_id	Passengers can get coffee and newspapers when boarding.	Kávu a noviny mohou cestující dostat při nástupu.	Cestující si mohou dát kávu a noviny při nástupu.	Cestující mohou mít kávu a noviny kdy paluba.
no_id	It would also save costs," he says.	Ušetřilo by to i náklady," říká.	Také by to ušetřit náklady, "říká.	Také by ušetřilo náklady," říká.
no_id	Alexej Litvin, head of Asiana, which operates a fraction of the bus lines that SA does, explained the absence of stewards in his vehicles as due to safety interests.	Jako zájem o bezpečnost zdůvodnil absenci stevardů ve svých vozech ředitel Asiany Alexej Litvin, jež provozuje zlomek linek v porovnání s SA.	Alexeje Litvin, vedoucí Asiana, která provozuje zlomek autobusových linek, které SA, vysvětlil absenci pořadatelé v jeho vozidla, neboť vzhledem k bezpečnostním zájmům.	Alexej Litvin hlava Asiana, který provozuje zlomek autobusových linek, SA které má, vysvětlila absenci stevardů v jeho vozidlech tak zájmy bezpečnosti.
no_id	"We don't have stewardesses, we've been against it from the very beginning.	"Nemáme stevardky, proti tomu stojíme už od začátku.	"Nemáme letušek, jsme proti tomu od samého začátku.	"Nemáme letušky, byli jsme proti tomu z velkého začátku.
no_id	Sooner or later it will end in a fatal accident," he told Týden.cz nearly a year ago.	Dříve nebo později to skončí nějakým smrtelným úrazem," řekl před necelým rokem pro Týden.cz.	Dříve či později skončí ve smrtelné nehody, "informoval týden. cz téměř před rokem.	Dříve nebo že později skončí smrtelnou nehodou," řekl Týden.cz před téměř rokem.
no_id	Enormous tragedy occurred	Stala se nesmírná tragédie	Obrovské tragédii	Obrovská tragédie došla.
no_id	A young stewardess from the Pilsen area, who had worked for the company for two years, died in an accident on the bus line to Naples.	Při nehodě linkového spoje do Neapole zahynula mladá stevardka z Plzeňska, která pro společnost pracovala dva roky.	Mladá letuška z Plzně, který pracoval pro společnost na dva roky, zemřela při nehodě na autobusové linky do Neapole.	Mladá letuška z Pilsen oblasti, která pracovala pro společnost pro dva roky, zahynula při nehodě na autobusové lince na Neapol.
no_id	A Slovenian tractor trailer truck likely left the emergency lane without signalling and blocked the path of the bus.	Slovinský kamion pravděpodobně vybočil bez použití směrovky z odstavného pruhu a zablokoval cestu autobusu.	Slovinský traktoru přívěs kamiónu pravděpodobně z bezpečnostního pruhu bez signalizace a zablokoval cestu autobusem.	Slovinský traktor kamion s přívěsem pravděpodobně zůstal nouzový pruh bez signálu a zablokoval cestu autobusu.
no_id	The bus driver tried to avoid it using a sharp manoeuvre, however, the front right part of the bus grazed it.	Jeho řidič se snažil prudkým manévrem vyhnout, zavadil o něj však pravou přední částí.	Řidič autobusu se snažil vyhnout použití prudký manévr však přední část autobusu přímo dotýkala.	Řidič autobusu se se snažil vyhnout použití ostrého manévru, přesto se to přední pravá část autobusu pásla.
no_id	Jančura rebuffs the claim that the two seats reserved for the stewards' rest had been sold out.	Že by byla vyprodána dvě místa vyhrazená pro odpočinek stevardů, Jančura odmítá.	Jančura nepochopením tvrzení, že dvě místa vyhrazená pro organizátory odpočinku byla vyprodána.	Jančura odmítne tvrzení, že dva místa vyhrazená pro odpočinek stewardů byla vyprodána.
no_id	"It is not possible to reserve these seats in the coach buses, they are blocked."	"Tyto místa není u dálkových spojů možné rezervovat, jsou blokována."	"Není možné, aby rezervy tato sedadla ve voze autobusy, jsou blokovány."	"Možné rezervě tato místa v trenérech autobusech není blokováno."
no_id	The company plans to sue the driver of the truck.	Firma hodlá žalovat řidiče kamionu.	Společnost chce žalovat řidič kamionu.	Společnost plánuje žalovat řidiče auta.
no_id	The agency will not wait for the court verdict to compensate the girl's family, but it expects financial compensation from the guilty party.	S odškodněním rodiny dívky nebude agentura čekat na ortel soudu, ale finanční náhradu očekává i ze strany viníka.	Agentura bude čekat na soudní verdikt kompenzovat dívčiny rodiny, ale očekává, že finanční odškodnění od viníka.	Agentura nebude čekat na verdikt soudu, aby kompenzoval rodinu dívky, ale očekává finanční vyrovnání od vinné strany.
no_id	Adaptation of the law?	Úprava zákona?	Úprava zákona?	Úprava zákona?
no_id	Far away	V nedohlednu	Daleko.	Daleko daleko.
no_id	An adaptation of the law, on which a thirty-member expert group from the Ministry of Transportation has been working for over a year, could bring about the specification of the movement of stewards on board the buses.	Upřesnění pohybu stevardů na palubě autobusu by mohla přinést úprava zákona, na které přes rok pracuje třicetičlenná expertní skupina ministerstva dopravy.	Úpravu zákona, na němž thirty-member skupiny odborníků z ministerstva dopravy pracuje už přes rok, by mohlo přinést upřesnění pohybu pořadatelé na palubě autobusů.	Úprava zákona pro kterou thirty-member skupina odborníka z Ministerstva dopravy pracovala, protože by rok přinášel specifikaci pohybu správců na palubě autobusů.
no_id	"But no concrete conclusion has been reached.	"K žádnému konkrétnímu závěru ovšem nedošla.	"Ale žádný konkrétní závěr, že bylo dosaženo.	"Ale žádný konkrétní závěr nebyl dosažen.
no_id	They are not dealing with buses much, it is more the point system, the maximum speed on the highway and the use of cell phones while driving," says expert Hořín.	Autobusy ani příliš neřeší, spíš bodový systém, maximální rychlost na dálnici a používání mobilu při řízení," říká expert Hořín.	Nemají co do činění s autobusy, je to víc bodového systému, maximální rychlost na dálnici a používání mobilních telefonů za jízdy, "říká odborník Hořín.	Nejednají s autobusy mnohem, je to ještě, systém bodu, maximální rychlost na dálnici a používání mobilních telefonů při jednotce," říká Hořín odborníka.
no_id	"The Ministry of Transportation does not consider the activity of the stewards to be something that would threaten the safety of the passengers in any essential way," concludes speaker Hanzelka, adding that the enforcement of safety in buses is under the jurisdiction of the police and the Labor Safety Office.	"Ministerstvo dopravy nepovažuje činnost stevardů za něco, co by zásadním způsobem ohrožovalo bezpečnost cestujících," uzavírá mluvčí Hanzelka s tím, že kontrola bezpečnosti autobusů je v pravomoci policie a úřadů bezpečnosti práce.	"Ministerstvo dopravy nepovažuje aktivitu pořadatelé jako něco, co by ohrozilo bezpečnost cestujících v nějaké zásadní řešení," uzavírá mluvčí Hanzelka a dodal, že prosazování bezpečnosti v autobusech je v pravomoci policie a úřad bezpečnosti práce.	"Ministerstvo dopravy nepovažuje činnost správců, že je něco, který by neohrožoval bezpečnost cestujících žádný základní tak," uzavírá Hanzelka reproduktoru, dodá, že prosazování bezpečnosti v autobusech je pod pravomocí policie a Bezpečnostním úřadem práce.
no_id	Duesseldorf Hopes Rest in Frankfurt	Nadějí Düsseldorfu je Frankfurt	Dusseldorfu nadějí odpočinek ve Frankfurtu	Duesseldorf Hopes odpočinek ve Frankfurtu.
no_id	In a letter from the WestLB board of directors to the bank's employees, grand talk is not in short supply.	Velká slova v dopisu představenstva WestLB zaměstnancům této banky nechybí.	V dopise z WestLB představenstvo banky zaměstnanců, slavnostní řeči není nedostatek.	V dopise z WestLB rady ředitelů zaměstnancům banky velkolepá řeč není v krátké nabídce.
no_id	Combining units of the Duesseldorf institution with Frankfurt's Deka Bank, the notice made public on Monday claims, could `create a major capital-market institution of the Sparkassen Finanzgruppe.'	Spojením jednotek této düsseldorfské peněžní instituce s frankfurtskou Deka-Bank vznikne "ústřední instituce finanční skupiny spořitelen pro obchod na kapitálových trzích," dočteme se v dopise, který se na veřejnost dostal v pondělí.	Kombinace jednotek v Düsseldorfu v instituci s Frankfurtem je deka bank, oznámení zveřejní v pondělí, "tvrdí vytvořit hlavní na kapitálových trzích instituce Sparkassen Finanzgruppe."	Kombinace jednotek Duesseldorf instituce s Dekou bankou Frankfurtu by oznámení byl veřejná na pondělích tvrzeních moci `create hlavní capital-market instituci Sparkassen Finanzgruppe. '.
no_id	WestLB would contribute to the deal a `bloc of expertise' with sustained earning power, it says.	WestLB podle dopisu do této transakce vnese "sadu kompetencí" zajišťující dlouhodobě výnosy.	WestLB přispěje k jednání o "bloku odbornosti" s trvalým vydělat, říká.	WestLB by přispěl k obchodu `bloc znalosti ' s trvalou silou výdělku, říká.
no_id	Generally, the letter suggests, this kind of jointer might provide the pivotal impulse for further concentration in the area of the German state banks, the Landesbanken.	A vůbec prý může takové spojení být rozhodujícím impulzem k dalším sdružováním v sektoru zemských bank.	Obecně platí, že ten dopis naznačuje, že tento druh jointer mohla poskytnout hlavní impuls pro další koncentraci v oblasti německé státní banky a zemské banky.	Obecně by, dopis navrhuje, tento druh loupáčku mohl poskytovat stěžejní impuls pro další koncentraci v oblasti německých státních bank Landesbanken.
no_id	That's what it sounds like when a board of directors wants to demonstrate being on top of things in difficult times.	Takové texty vznikají, když chce představenstvo v problematickém období prokázat schopnost jednat.	To zní, jako když představenstvo chce prokázat, že jsou nad věcí v těžkých časech.	Je to, zní, jako kdy, rada ředitelů chce, aby prokázali, jsou na vrcholku věcí v těžkých dobách.
no_id	The flagging WestLB is still exposed to tremendous pressure, after all.	Nestabilní WestLB je totiž stále pod značným tlakem.	Chodbou WestLB je stále vystaven obrovský tlak.	Umdlévající WestLB stále je vystaven obrovskému tlaku po všem.
no_id	Not just from the EU Commission, but also from the Federal Institute for Financial Services Supervision, which only recently warned the state government of North Rhine-Westphalia that there was an urgent need for a solution.	Nejen ze strany Evropské komise, ale také ze strany Spolkového úřadu pro dohled nad finančními službami, jehož sdělení zemské vládě v Severním Porýní-Vestfálsku, že je na čase najít řešení pro budoucnost, je ještě čerstvé.	Nejen od komise EU, ale také z federální úřad pro finanční služby dohled, který teprve nedávno varoval vlády státu severní Porýní - Vestfálsko naléhavou potřebu řešení.	Ne jen z EU komise, ale také ze Spolkového institutu pro finanční Services dohled, který teprve nedávno varoval vládu státu Severní Rhine-Westphalie, že byla naléhavá potřeba řešení.
no_id	But talks of some type of jointer between Deka Bank, which savings bank clients are familiar with due to its investment funds, and WestLB have been making the rounds for some time now - even in Frankfurt.	O spojení mezi Deka-Bank, kterou zákazníci spořitelen znají pro její investiční fondy, a WestLB, ať už bude jakéhokoli druhu, se nicméně mluví už delší dobu - i na frankfurtské straně.	Ale mluví o nějaký druh jointer mezi deka bank, které spořitelna klientům jsou obeznámeni se vzhledem ke své investiční fondy a společnosti byly tak okolo už nějaký čas - i ve Frankfurtu.	Ale rozhovory o nějakém typu loupáčku mezi Dekou bankou, která bankovní klienti spořitelen je známá with důvod svých investičních fondů a WestLB byly kola nějaký čas teď - v dokonce Frankfurtu.
no_id	Presenting the report on the first two quarters in late August, Deka Bank head Franz Waas said a fusion between the institute on Mainzer Landstrasse and a Landesbank, such as Hesse and Thuringia's Helaba or WestLB, made little sense to him.	Šéf Deka-Bank Franz Waas se při prezentaci půlročních výsledků hospodaření na konci srpna nechal slyšet, že ve fúzi svého bankovního domu z Mainzer Landstraße s některou ze zemských bank, jako například s bankou Helaba nebo WestLB, nevidí smysl.	Předložení zprávy o prvních dvou čtvrtletích koncem srpna, deka banky Franz Waas uvedla, že fúze mezi ústavem na Mainzer Landstrasse a zemské banky, jako např. Hesse a Durynska Helaba nebo WestLB, trochu si s ním.	Předloží zprávu o prvních dvou čtvrtletích v pozdě srpnu, řekla Deka Bank Franz Waas hlavy, že fúze mezi ústavem na Mainzeru Landstrasse a Landesbank Hesse a Durynsko Helaba nebo WestLB byla malý smysl v něm.
no_id	But the administrative board of Deka, which is owned in equal parts by the Landesbanken and the savings banks associations, has asked the board of directors to commence talks with WestLB on joint business ventures.	Správní rada Deka-Bank, za kterou stojí z jedné půlky zemské banky a z druhé svazy spořitelen, však pověřila představenstvo vedením rozhovorů s WestLB o společných obchodních aktivitách.	Ale správní rada deka, která je ve stejné části u zemských bank a spořitelen sdružení, požádala představenstvo zahájit rozhovory s WestLB na společných podnikatelských aktivit.	Ale správní rada Deky, která je vlastněna ve stejných částech Landesbanken a sdruženími bank spořitelen, požádala radu ředitelů, aby zahájili rozhovory s WestLB na společné obchodní podniky.
no_id	The possible subject is the capital-market business, or parts of it.	Mohlo by zde jít o obchody na kapitálovém trhu nebo jejich část.	Je možné, pokud je na kapitálových trzích, nebo jeho části.	Možný předmět je capital-market obchod nebo části toho.
no_id	Of course, as sources in the financial community point out, negotiations have only just begun.	Rozhovory však teprve začaly, podotýkají finančníci.	Samozřejmě, jako zdrojů ve finančním světě poukazují na skutečnost, že jednání se teprve začíná.	Jak kursu zdroje ve finanční společenství poukázat jednání pouze právě začaly.
no_id	It's not the first time that the name Deka Bank - with its staff of 3000 one of the more significant employers in the financial center of Frankfurt - crops up in the context of a savings banks consolidation.	O Deka-Bank, která se svými 3000 zaměstnanci patří k důležitějším zaměstnavatelům na finančním trhu ve Frankfurtu, se v souvislosti s konsolidací ve spořitelním sektoru nemluví poprvé.	Není to poprvé, kdy jméno deka bank - se svými zaměstnanci 3000 jednoho z významných zaměstnavatelů ve finančním centru Frankfurt - plodiny v rámci spořitelen konsolidace.	Není to první čas, název Deka banka - s jeho zaměstnancem 3000 jednoho z významnějších zaměstnavatelů ve finančním centru Frankfurtu - se objevuje v kontextu konsolidace bank úspor.
no_id	In 2003, a merger of Deka Bank with Landesbank Rhineland-Palatinate and Helaba briefly seemed to be within the realm of possibility.	V roce 2003 to chvíli vypadalo, že by mohlo dojít k fúzi Deka-Bank s Landesbank Rheinland-Pfalz a s bankou Helaba.	V roce 2003, fúze deka bank s zemské banky Helaba Porýní - Falcka a krátce se zdála být v rámci možností.	V roce 2003 se spojení Deky banky s Landesbank Rhineland-Palatinate a Helabou krátce zdálo, že je v říši možnosti.
no_id	But in the end, the threesome didn't happen.	Z tohoto trojspolku nakonec nic nebylo.	Nakonec však téměř nic nestalo.	Ale v konci se trojka nestála.
no_id	As soon as the plans became public, the Hessian state government spoke out against the participation of Helaba.	Krátce poté, co se plány fúze dostaly na veřejnost, vyslovila se hesenská zemská vláda proti účasti banky Helaba.	Jakmile plány se stal veřejným, hesenského vládě vyslovilo proti účasti Helaba.	Jakmile se plány staly veřejné, hesenská vláda státu se vyjádřila proti účasti Helaby.
no_id	The two remaining institutions also proved unable to reach an agreement.	Ani oba zbylé bankovní domy se tak nespojily.	Zbývající dvě instituce také projevila neschopnost dospět k dohodě.	Dvě zbývající instituce se také ukázaly, že dosáhnou dohodu.
no_id	Instead, Landesbank Rhineland-Palatinate was bought by Stuttgart's Landesbank Baden-Wuerttemberg.	Landesbank Rheinland-Pfalz místo toho získala Landesbank Baden-Württemberg ze Stuttgartu.	Naopak, Landesbank Porýní - Falcka koupil Stuttgart je Landesbank Bádensko - Württembersko.	Spíše Landesbank Rhineland-Palatinate byl koupen Landesbank Baden-Wuerttemberg Stuttgartu.
no_id	But deliberations on a jointer between Deka Bank and Landesbanken have continued to rear their heads.	I přesto se opakovaně objevovaly spekulace o spojení Deka-Bank se zemskými bankami.	Ale jednání o jointer mezi deka banky a zemské banky pokračují v týlu hlavy.	Ale jednání na loupáčku mezi Dekou bankou a Landesbanken pokračovala, aby postavil jejich hlavy.
no_id	Most recently, Guenther Merl, chairman of the board at Helaba, had quelled considerations of a merger with his institution.	V nedávné době se však ke spekulacím o spojení svého finančního domu s jinými vyjádřil negativně Günther Merl, předseda představenstva banky Helaba.	Nejnověji Guenther Merl, předseda představenstva společnosti Helaba, byla potlačena na úvahy o fúzi s jeho instituce.	Nedávno Guenther Merl předseda rady na Helabu potlačovala úvahy spojení s jeho institucí.
no_id	This aside, there seems to be an increasing awareness that a consolidation of the various institutions in the public sector is imperative.	Zdá se však, že nezávisle na tom uzrává přesvědčení, že sblížení různých bankovních domů veřejnoprávního sektoru je nutností.	Touto stranou, zdá se, že rostoucí povědomí, že konsolidace jednotlivých orgánů ve veřejném sektoru je nezbytný.	Stranou se zdá, že je rostoucí povědomí, že konsolidace různých institucí ve veřejném sektoru je nutná.
no_id	First up, now that the state elections in Bavaria are over, a jointer between BayernLB and the Landesbank Baden-Wuerttemberg may have become more likely.	Teď po volbách do zemského sněmu v Bavorsku by se jako první mohlo začít rýsovat spojení BayernLB s Landesbank Baden-Württemberg.	Poprvé se tak, že stát volby v Bavorsku jsou pryč, jointer mezi BayernLB a zemské banky Bádenska - Würtemberska by mohla být pravděpodobnější.	Nejprve teď státní volby v Bavorsku jsou, takže se loupáček mezi BayernLB a Landesbank Baden-Wuerttemberg mohl stát pravděpodobnější.
no_id	For Helaba, that's not necessarily good news.	To pro Helabu není zrovna dobrá zpráva.	Pro Helaba, to je nutně dobré zprávy.	Pro Helabu to není nutně dobrá zpráva.
no_id	Should the pressure for more mergers increase, it will by degrees be running out of potential partners.	Pokud by měl tlak k dalším fúzím narůstat, přichází postupně o možné partnery pro takové spojení.	Měly zvýšit tlak na další fúze, bude postupně se krátí o potenciální partnery.	Měl by tlačit na další zvýšení fúzí, stupně bude utíkat potenciální partneři.
no_id	In the South, it would merely be a junior partner, although it has to date weathered the financial crisis much better than the institutions in Munich and Stuttgart.	Na jihu by hrála pouze druhé housle i přesto, že finanční krizi doposud čelí výrazně lépe, než bankovní domy v Mnichově a ve Stuttgartu.	Na jihu, bylo by to pouhé mladšího partnera, ačkoliv má k dnešnímu dni omšelé finanční krize mnohem lépe než instituce v Mnichově a Stuttgartu.	Na Jihu by to pouze bylo mladý partner, přestože má datum počasí finanční krize mnohem lepší než instituce v Mnichově a Stuttgartu.
no_id	A merger with WestLB, in turn, was squashed early this year by the Savings Bank Association of Hesse and Thuringia, which owns 85 percent of Helaba.	Propojení s WestLB zase počátkem roku zakázal Svaz spořitelen a žirových bank Hessen-Thüringen, jenž má v Helabě pětaosmdesátiprocentní podíl.	Fúze s WestLB pak měl rozpláclý počátkem tohoto roku ve spořitelně asociace Hesse a Durynsko, která vlastní 85 procent Helaba.	Spojení s WestLB zase bylo rozmačkáno brzy ročně Asociací banky Savings Hesseho a Durynska která vlastnit 85 procent Helaby.
no_id	Remains only NordLB.	V úvahu by tak připadala nanejvýš Nord LB.	Zůstává pouze NordLB.	Pouze NordLB pozůstatků.
no_id	But such geostrategic considerations are only one side of the equation.	Geostrategické úvahy tohoto druhu jsou ale pouze jednou stranou problému.	Ale takové geostrategických úvah, jsou pouze jedné straně rovnice.	Ale takové geostrategické úvahy jsou jen jedna strana rovnice.
